"Gm5561";"chr4:12159175-12175725_R";"";""
"Tmem14a";"chr9:78372153-78372834_F";"";""
"Ap4b1";"Nfatc2";"";""
"Vamp2";"chr12:52945074-52945874_R";"";""
"Trim14";"Gdf15";"";""
"chr12:53669892-53710742_F";"Ube2j1";"";""
"Ccdc138";"ENSMUST00000150818";"";""
"BC030307";"Il4ra";"";""
"AB041803";"AK153764";"";""
"Apol10b";"Ctbp2";"";""
"ENSMUST00000155877";"BC040756";"";""
"Slc45a3";"chr13:108825897-108833335_F";"";""
"Hist2h2aa2";"1700110I01Rik";"";""
"3110003A17Rik";"Golgb1";"";""
"Apol9b";"Wdr60";"";""
"Clybl";"Cand1";"";""
"chr3:84609788-84618062_R";"Zkscan14";"";""
"Mrpl18";"1810053B23Rik";"";""
"8430419L09Rik";"Cenpv";"";""
"chr13:51256165-51256392_F";"chr12:81719382-81731865_F";"";""
"Dnajb14";"chr12:111322030-111323387_F";"";""
"Map3k5";"Tpm1";"";""
"Apoe";"ENSMUST00000105060";"";""
"Rpl24";"Usf2";"";""
"AK149306";"Dnajb2";"";""
"Espl1";"Tlr2";"";""
"B230114P17Rik";"5830420C07Rik";"";""
"Serpina1a";"Ubap2";"";""
"6330412A17Rik";"Gadd45a";"";""
"Apoa5";"Lgmn";"";""
"chr14:77006215-77063293_R";"C230096K16Rik";"";""
"Tmem33";"TC1763752";"";""
"Fyb";"Tas2r113";"";""
"Furin";"Odc1";"";""
"Itgax";"chr3:100293319-100327843_F";"";""
"1700003G18Rik";"NAP111547-1";"";""
"Pppde2";"Cope";"";""
"Ndufa6";"TC1663184";"";""
"Btk";"Lrrc16a";"";""
"0610040J01Rik";"chr15:61984389-62102500_F";"";""
"Cdh5";"ENSMUST00000093863";"";""
"chr17:84470764-84486339_R";"A_55_P2068104";"";""
"Tmem68";"Metap2";"";""
"chr2:143963320-143984245_F";"chr8:74431707-74442440_F";"";""
"chr10:21463672-21466812_F";"Dlk2";"";""
"Lamc1";"chr2:174092104-174106704_R";"";""
"Clec4b1";"chr8:91471819-91551119_F";"";""
"C80913";"chr8:26345571-26346095_R";"";""
"Ddi2";"Thumpd1";"";""
"Gm10768";"Nudt8";"";""
"Snta1";"Cyp4v3";"";""
"A_55_P1960371";"Ccdc21";"";""
"Camk2n2";"Phf7";"";""
"Gnl3";"Add3";"";""
"Fn3krp";"Atp5l";"";""
"Jkamp";"chr4:128727332-128735227_F";"";""
"Khsrp";"Osbpl1a";"";""
"Tab2";"chr4:149383134-149451259_F";"";""
"chr8:80056549-80067162_R";"chr13:48620882-48643532_F";"";""
"Spsb4";"chr3:96104418-96141693_R";"";""
"Slc25a16";"chr5:123582742-123588117_R";"";""
"Tcf3";"2700097O09Rik";"";""
"Tmem97";"Tmem171";"";""
"ENSMUST00000086601";"Gzmb";"";""
"Fxr1";"Sdhb";"";""
"Ffar3";"A_55_P1966593";"";""
"chr7:48794017-48815817_F";"Itk";"";""
"chr5:113772200-113772326_F";"Fgf6";"";""
"Lrit2";"Sts";"";""
"Efhd2";"Abcc5";"";""
"chr14:20893694-20903726_F";"Mex3d";"";""
"Sh3glb1";"chr11:69184157-69201732_F";"";""
"Stxbp4";"ENSMUST00000100186";"";""
"A_55_P1978866";"Zfp108";"";""
"Ate1";"Fscn1";"";""
"Hnrnpa3";"Mif4gd";"";""
"Specc1l";"chr17:3198868-3394643_F";"";""
"chr2:143963320-143984245_R";"Bicc1";"";""
"Cpt1a";"Tfrc";"";""
"2310047K21Rik";"chr16:43623581-43642715_F";"";""
"Itgb4";"Tm7sf2";"";""
"Ogt";"Ttyh3";"";""
"G630090E17Rik";"A_55_P2106844";"";""
"chr2:71576218-71603818_F";"chr9:43542196-43544496_R";"";""
"Napsa";"March1";"";""
"chr5:22058025-22072475_F";"Irs4";"";""
"Thpo";"Nsdhl";"";""
"Pbrm1";"chr14:22267795-22319045_F";"";""
"Ccdc48";"chrX:148720661-148763177_F";"";""
"Nudt19";"Nek1";"";""
"Dlg3";"Prkcb";"";""
"Ebi3";"D030016E14Rik";"";""
"G6pc3";"Slamf7";"";""
"AI480653";"Lrig1";"";""
"Nr0b2";"Prrg2";"";""
"Agt";"C1qtnf5";"";""
"Osbpl3";"Acot10";"";""
"Ptgr2";"chr13:94180737-94182912_F";"";""
"Ttc38";"Ubiad1";"";""
"Crls1";"Tuba1b";"";""
"Prmt2";"2010305A19Rik";"";""
"Ewsr1";"Pdilt";"";""
"2310046O06Rik";"Fxyd6";"";""
"Arhgap15";"Klhl25";"";""
"chr17:31694070-31696057_F";"Jmjd8";"";""
"Coro7";"March8";"";""
"Trim25";"Lpar6";"";""
"Mefv";"Polr2i";"";""
"Stfa2l1";"chr15:79764481-79809909_F";"";""
"Ngly1";"Psors1c2";"";""
"chr1:175654606-175672031_R";"NAP111431-1";"";""
"Ddx58";"Nceh1";"";""
"Fkbp14";"Gm12751";"";""
"A_55_P1964724";"Rprd2";"";""
"G6pc3";"A_55_P2015124";"";""
"chr1:85117750-85129200_R";"Bid";"";""
"Setbp1";"Atp5l";"";""
"Anapc13";"chr12:12768528-12849976_F";"";""
"Gm4129";"Ahcyl2";"";""
"Gxylt1";"Lhfp";"";""
"Sertad2";"Fads6";"";""
"Vtn";"TC1736621";"";""
"Prkdc";"Uba2";"";""
"Beta-s";"Lrrc3b";"";""
"Zfpm2";"Rnaseh2b";"";""
"Abcc6";"chr17:95150800-95180650_R";"";""
"Spata2l";"AK043818";"";""
"Tox4";"AK076764";"";""
"Gimap5";"Tnfrsf1a";"";""
"Pqlc3";"Alpl";"";""
"chr3:62727150-62758225_F";"Cby1";"";""
"Itpripl1";"chr5:52461266-52541416_R";"";""
"Gm14958";"Socs2";"";""
"Ranbp1";"Cd79b";"";""
"Nrg1";"Usp18";"";""
"Ms4a4c";"Rbms1";"";""
"Cbs";"Gm10183";"";""
"A_55_P2124701";"4933403G14Rik";"";""
"Cux1";"Yipf2";"";""
"Bend7";"Zfp873";"";""
"Igf1";"Fhod1";"";""
"Cd36";"ENSMUST00000143781";"";""
"Zfp692";"Ppp2r2d";"";""
"Gm9866";"Prpsap1";"";""
"Ank2";"chr17:71183978-71185384_F";"";""
"ENSMUST00000095562";"Lum";"";""
"chr4:116791819-116798263_R";"chr5:149751979-149808240_F";"";""
"chr9:78372153-78372834_F";"Smpd3";"";""
"Nfatc2";"A_55_P2102683";"";""
"chr12:52945074-52945874_R";"chr10:6103888-6104114_F";"";""
"Gdf15";"chr11:3542140-3546888_R";"";""
"Il4ra";"A_55_P2179448";"";""
"AK153764";"Ccdc30";"";""
"Ctbp2";"Alg13";"";""
"BC040756";"Hoxa1";"";""
"1700110I01Rik";"Dcaf17";"";""
"Golgb1";"Ftsj1";"";""
"Wdr60";"CO800994";"";""
"Tnfrsf19";"chr1:138570107-138632310_F";"";""
"Zkscan14";"Myo9a";"";""
"1810053B23Rik";"Ergic2";"";""
"Cenpv";"Arf6";"";""
"chr12:81719382-81731865_F";"chr4:136856064-136877219_R";"";""
"chr12:111322030-111323387_F";"Gm6712";"";""
"Tpm1";"A_55_P2140076";"";""
"ENSMUST00000105060";"Gprin3";"";""
"Usf2";"A_55_P2144391";"";""
"Dnajb2";"Plac8";"";""
"Tlr2";"Eif2b2";"";""
"Gadd45a";"Pomp";"";""
"Lgmn";"Mtdh";"";""
"C230096K16Rik";"2700049A03Rik";"";""
"TC1763752";"Bmp2k";"";""
"Odc1";"Nlrp6";"";""
"chr3:100293319-100327843_F";"A_55_P2008244";"";""
"Rgs5";"chr12:55844075-55898175_R";"";""
"Lrrc16a";"Gm6484";"";""
"chr15:61984389-62102500_F";"chr7:82902248-82955248_F";"";""
"ENSMUST00000093863";"Uhrf1";"";""
"Gm5833";"Rftn1";"";""
"A_55_P2068104";"Dram1";"";""
"Metap2";"Trim12a";"";""
"chr8:74431707-74442440_F";"chr1:162965309-162970704_R";"";""
"Dlk2";"Vopp1";"";""
"Thumpd1";"Odz4";"";""
"Nudt8";"Lpar6";"";""
"Cyp4v3";"Spata5";"";""
"Ccdc21";"Shank1";"";""
"Phf7";"Fbxo18";"";""
"Add3";"Amn";"";""
"Ppip5k1";"chr17:84470764-84486339_R";"";""
"ENSMUST00000103746";"Tom1";"";""
"chr4:128727332-128735227_F";"Stxbp1";"";""
"Osbpl1a";"AI314976";"";""
"chr4:149383134-149451259_F";"chr6:116092274-116144199_R";"";""
"chr13:48620882-48643532_F";"chr16:34559623-34560462_R";"";""
"chr5:123582742-123588117_R";"Olfr1184";"";""
"Ncbp2";"Cdc42ep3";"";""
"2700097O09Rik";"Kif3a";"";""
"Tmem171";"chr1:87343550-87362900_F";"";""
"Gzmb";"A_55_P1996202";"";""
"Sdhb";"Mapk8ip1";"";""
"A_55_P1966593";"Sprr1a";"";""
"Itk";"Tbc1d20";"";""
"Fgf6";"chr11:97305584-97309994_F";"";""
"Sts";"chr3:30099759-30133959_F";"";""
"Ywhaz";"Gnb4";"";""
"Mex3d";"Syne1";"";""
"chr11:69184157-69201732_F";"TUG1";"";""
"Olfr122";"chr5:92563184-92566678_R";"";""
"Zfp655";"Larp7";"";""
"ENSMUST00000100186";"Slc25a47";"";""
"Fscn1";"chr12:53700970-53703612_R";"";""
"chr16:59557120-59602070_R";"Ccdc141";"";""
"Mif4gd";"Rasa3";"";""
"chr17:3198868-3394643_F";"Kcnh4";"";""
"1110008J03Rik";"Gramd1b";"";""
"1500011B03Rik";"chr6:5311375-5328075_F";"";""
"Bicc1";"Lpin3";"";""
"Tfrc";"Ugt2a1";"";""
"chr16:43623581-43642715_F";"Ift57";"";""
"Tm7sf2";"chr4:146507925-146532650_R";"";""
"Ttyh3";"Zfp932";"";""
"4930459C07Rik";"Des";"";""
"chr9:43542196-43544496_R";"Zmpste24";"";""
"March1";"Fam115a";"";""
"Irs4";"Tmem181b-ps";"";""
"Slc1a7";"Acsm1";"";""
"Nsdhl";"Fahd1";"";""
"chr14:22267795-22319045_F";"Tekt4";"";""
"Nek1";"chr4:16092250-16111675_R";"";""
"Gm6811";"6720401G13Rik";"";""
"chr2:128137419-128141735_R";"Slc43a2";"";""
"Prkcb";"Hpx";"";""
"D030016E14Rik";"Ankrd11";"";""
"Slamf7";"chr13:100286676-100296051_F";"";""
"Lrig1";"Acox2";"";""
"Prrg2";"chr6:54591416-54597566_R";"";""
"A830093I24Rik";"Zfp30";"";""
"C1qtnf5";"Sox21";"";""
"Acot10";"Ldb3";"";""
"chr13:94180737-94182912_F";"chr1:88398401-88398644_R";"";""
"Ubiad1";"Mrps24";"";""
"Tuba1b";"Pigu";"";""
"2010305A19Rik";"Timm10";"";""
"NAP094051-001";"4932438A13Rik";"";""
"Pdilt";"Hacl1";"";""
"Klhl25";"Irs1";"";""
"Tmem160";"Tcn2";"";""
"Gpm6b";"ENSMUST00000100000";"";""
"Jmjd8";"1110029L17Rik";"";""
"Lpar6";"Arhgap42";"";""
"chr15:79764481-79809909_F";"Bag5";"";""
"Psors1c2";"Cyp2a4";"";""
"NAP111431-1";"Yes1";"";""
"Nceh1";"Ilf2";"";""
"Gm12751";"Lgals3bp";"";""
"Gm6921";"chrX:54627918-54638568_R";"";""
"Rprd2";"Timm50";"";""
"A_55_P2015124";"A_55_P2170670";"";""
"Bid";"Tm4sf5";"";""
"chr12:12768528-12849976_F";"Rps27";"";""
"Ppp1r12b";"NAP112112-1";"";""
"Ahcyl2";"BC089597";"";""
"Lhfp";"Ttll3";"";""
"Fads6";"chr13:62734450-62785325_F";"";""
"Uba2";"chr6:128393530-128394127_F";"";""
"Lrrc3b";"Pex7";"";""
"A_55_P2075136";"A_55_P1969993";"";""
"Hspb2";"chr5:110158475-110223700_R";"";""
"chr17:95150800-95180650_R";"chr12:81217572-81233910_F";"";""
"AK043818";"chr13:99868423-99920944_R";"";""
"AK076764";"Chpt1";"";""
"ENSMUST00000078766";"Gm15431";"";""
"Pilrb2";"Olfr910";"";""
"Spopl";"Zfp595";"";""
"Alpl";"Top3a";"";""
"Cby1";"chr10:66640530-66644032_F";"";""
"chr5:52461266-52541416_R";"2500003M10Rik";"";""
"Cd79b";"Sema7a";"";""
"chr8:74820025-74833350_F";"Pgap3";"";""
"Usp18";"Mrps25";"";""
"Rbms1";"Slc17a8";"";""
"Gm10183";"Clcn6";"";""
"4933403G14Rik";"2610002M06Rik";"";""
"Yipf2";"Ppp4r2";"";""
"Gm14635";"Ap3s1";"";""
"Zfp873";"Gimap8";"";""
"A430105J06Rik";"Gnat2";"";""
"Fhod1";"Dync1h1";"";""
"ENSMUST00000143781";"Gm5445";"";""
"Ppp2r2d";"chr1:93812836-93816128_F";"";""
"Prpsap1";"Mcts1";"";""
"chr17:71183978-71185384_F";"Srfbp1";"";""
"Lum";"Dusp6";"";""
"Smpd3";"chr10:117021051-117038683_F";"";""
"Zc3hav1";"Cbx1";"";""
"chr10:6103888-6104114_F";"Scamp3";"";""
"chr11:3542140-3546888_R";"chr11:95627874-95640824_F";"";""
"Nphp4";"Capn7";"";""
"A_55_P2179448";"Acsf2";"";""
"Ccdc30";"Spata22";"";""
"Alg13";"Cenpp";"";""
"Theg";"Homer1";"";""
"Hoxa1";"chr3:40439525-40509975_F";"";""
"chr17:88993214-89025839_F";"Kirrel3";"";""
"Dcaf17";"chr5:123582742-123588117_R";"";""
"Ftsj1";"Smpd2";"";""
"chr1:138570107-138632310_F";"Kbtbd11";"";""
"Myo9a";"chr9:78107225-78118850_F";"";""
"Arf6";"Park7";"";""
"chr4:136856064-136877219_R";"Gvin1";"";""
"Gm6712";"A_55_P2129217";"";""
"Muted";"Ccdc28a";"";""
"A_55_P2140076";"Tpx2";"";""
"Cbln2";"1810048J11Rik";"";""
"Gprin3";"L2hgdh";"";""
"Plac8";"Nufip1";"";""
"Eif2b2";"Zcchc24";"";""
"Pomp";"Clta";"";""
"Mtdh";"Col20a1";"";""
"2700049A03Rik";"NAP061714-1";"";""
"Meis2";"4833419A21Rik";"";""
"Bmp2k";"Mapre1";"";""
"Nlrp6";"Thbs3";"";""
"Crot";"Dohh";"";""
"A_55_P2008244";"Ghitm";"";""
"chr12:55844075-55898175_R";"Defa-rs2";"";""
"Gm6484";"Col16a1";"";""
"chr7:82902248-82955248_F";"chr1:175705225-175717250_R";"";""
"Uhrf1";"Nkap";"";""
"Rftn1";"A_55_P2019537";"";""
"Slc22a15";"Btf3l4";"";""
"Dram1";"D11Wsu99e";"";""
"Trim12a";"Arl5c";"";""
"chr1:162965309-162970704_R";"A_55_P2079684";"";""
"Ccno";"Ccdc51";"";""
"Vopp1";"Rnf217";"";""
"Acaca";"Wwox";"";""
"E430018J23Rik";"Gprc5c";"";""
"ENSMUST00000155906";"Cep152";"";""
"Odz4";"A_55_P2139211";"";""
"Kpna3";"Kif11";"";""
"Lpar6";"chr8:40238025-40264250_F";"";""
"Spata5";"Lrit1";"";""
"chr16:92478986-92497610_F";"AK160312";"";""
"C330011M18Rik";"Chml";"";""
"Shank1";"NAP114472-1";"";""
"Fbxo18";"chr14:43408099-43415349_F";"";""
"Ptgfrn";"Hnrnpab";"";""
"chr17:84470764-84486339_R";"Ssh2";"";""
"Tom1";"A_55_P2153937";"";""
"Pou6f1";"Gm10030";"";""
"Stxbp1";"Brd9";"";""
"AI314976";"chr4:129497990-129515290_F";"";""
"Letmd1";"A_55_P1982034";"";""
"chr16:34559623-34560462_R";"H47";"";""
"4931403G20Rik";"Gm7967";"";""
"Olfr1184";"Dhodh";"";""
"Apold1";"Gm4850";"";""
"Cdc42ep3";"A_55_P1972097";"";""
"chr15:23415775-23436200_R";"Bcl2l11";"";""
"Kif3a";"Anxa8";"";""
"chr12:52880692-52933444_F";"A_55_P1981195";"";""
"chr1:87343550-87362900_F";"A_55_P1998854";"";""
"A_55_P1996202";"NAP111934-1";"";""
"Mapk8ip1";"chr9:78107225-78118850_R";"";""
"Sprr1a";"NAP113386-1";"";""
"Tbc1d20";"Rsad2";"";""
"chr3:30099759-30133959_F";"chr2:158169020-158191295_R";"";""
"Gnb4";"Myo7b";"";""
"Syne1";"Brd8";"";""
"TUG1";"Dcaf11";"";""
"chr5:92563184-92566678_R";"Gm2176";"";""
"Larp7";"Slpi";"";""
"Slc25a47";"Enox";"";""
"chr13:108653722-108654406_R";"Mettl5";"";""
"chr12:53700970-53703612_R";"chrX:33750475-33770425_F";"";""
"Ccdc141";"Mcm3";"";""
"Rasa3";"ENSMUST00000038002";"";""
"Kcnh4";"Rab5c";"";""
"Gramd1b";"chr14:22267795-22319045_R";"";""
"Gm10536";"Hist1h1c";"";""
"chr6:5311375-5328075_F";"Fmo5";"";""
"Lpin3";"A130040M12Rik";"";""
"Ugt2a1";"chr3:40439525-40509975_F";"";""
"chr5:4570525-4597875_F";"Rangap1";"";""
"Ift57";"ENSMUST00000068526";"";""
"Abcg4";"Lgals3bp";"";""
"Rcc2";"Sepn1";"";""
"Zfp932";"Ap1s3";"";""
"Des";"Hipk2";"";""
"Pik3cb";"ENSMUST00000057722";"";""
"Fam115a";"chr17:71183978-71185384_F";"";""
"Tmem181b-ps";"A_55_P1991249";"";""
"chr5:33174092-33200792_R";"Cpt1b";"";""
"Acsm1";"H2afy3";"";""
"Fahd1";"Zkscan1";"";""
"Tekt4";"Plekhh1";"";""
"chr4:16092250-16111675_R";"S100a4";"";""
"6720401G13Rik";"Trim35";"";""
"Slc43a2";"Gm5544";"";""
"Ankrd11";"Igf2r";"";""
"Ttc38";"Fmo3";"";""
"chr13:100286676-100296051_F";"AK158451";"";""
"Acox2";"Nupl1";"";""
"4930573O21Rik";"Nqo2";"";""
"Ldb3";"Vax2";"";""
"chr1:88398401-88398644_R";"Ddr2";"";""
"Mrps24";"chr11:31648453-31648952_R";"";""
"chr5:112297381-112328281_F";"Ctdsp2";"";""
"Timm10";"Stard3nl";"";""
"4932438A13Rik";"Eif4a2";"";""
"Hacl1";"Apoo";"";""
"Irs1";"Inppl1";"";""
"Tcn2";"Med1";"";""
"ENSMUST00000100000";"Mt3";"";""
"1110029L17Rik";"chr9:65647428-65677119_R";"";""
"Arhgap42";"Lpp";"";""
"Acaca";"Zfp64";"";""
"Cyp2a4";"chr10:117021051-117038683_R";"";""
"Lgals3bp";"chr6:127591179-127619145_F";"";""
"chrX:54627918-54638568_R";"Fbxw11";"";""
"Timm50";"chr2:173421598-173485043_R";"";""
"A_55_P2170670";"NAP000142-002";"";""
"Tm4sf5";"Gmps";"";""
"Rps27";"chr10:119960546-119979696_R";"";""
"NAP112112-1";"4932422M17Rik";"";""
"BC089597";"A_55_P2200009";"";""
"Ttll3";"Hipk3";"";""
"chr13:62734450-62785325_F";"chr6:121037952-121038370_R";"";""
"chr6:128393530-128394127_F";"Rad51";"";""
"A_55_P1969993";"Btg1";"";""
"chr5:110158475-110223700_R";"Tlk1";"";""
"Ythdc2";"NAP095570-001";"";""
"Nr6a1";"2810459M11Rik";"";""
"chr12:81217572-81233910_F";"Mfi2";"";""
"chr13:99868423-99920944_R";"Mccc1";"";""
"Chpt1";"Mt1";"";""
"Ciz1";"Nkain1";"";""
"Gm15431";"chr3:36280098-36347798_R";"";""
"Olfr910";"NAP071116-1";"";""
"Zfp595";"6430706H07Rik";"";""
"Top3a";"Morn5";"";""
"Rab2a";"chr5:88995039-89009064_R";"";""
"chr6:50339188-50409363_F";"Hist1h1b";"";""
"chr10:66640530-66644032_F";"Ncald";"";""
"2500003M10Rik";"Crip2";"";""
"Sema7a";"Zufsp";"";""
"Kcnj11";"R3hdm2";"";""
"Pgap3";"Eml3";"";""
"Nae1";"Coq5";"";""
"Mrps25";"Tusc1";"";""
"2610002M06Rik";"Shmt1";"";""
"Cdhr3";"Rab11a";"";""
"Fam18b";"Txn2";"";""
"Ppp4r2";"Tapbp";"";""
"chr6:125330524-125410249_R";"Uros";"";""
"Ap3s1";"Gpn2";"";""
"Gimap8";"Ramp1";"";""
"Gnat2";"Mmgt2";"";""
"Dync1h1";"chr1:162933979-162944379_R";"";""
"Ppp3cc";"chr10:66559716-66647841_F";"";""
"Gm5445";"Xrcc6bp1";"";""
"chr1:93812836-93816128_F";"Leprot";"";""
"Orm1";"Zfp329";"";""
"Srfbp1";"Gpatch8";"";""
"chr6:126445920-126446242_R";"Sik1";"";""
"Dusp6";"TC1642277";"";""
"chr10:117021051-117038683_F";"Mtr";"";""
"Scamp3";"Slc25a26";"";""
"chr11:95627874-95640824_F";"Dusp2";"";""
"Capn7";"Vasp";"";""
"A_55_P1952202";"Pafah1b1";"";""
"Acsf2";"Hnrnpa0";"";""
"Spata22";"Blcap";"";""
"A_55_P2183518";"Npcd";"";""
"Cenpp";"Rngtt";"";""
"Homer1";"Rbms2";"";""
"chr3:40439525-40509975_F";"Acaa2";"";""
"Kirrel3";"Pilra";"";""
"Brwd1";"chr6:47692090-47713542_F";"";""
"chr17:56687541-56694631_F";"4930427A07Rik";"";""
"chr5:123582742-123588117_R";"Csf2ra";"";""
"Smpd2";"chr14:21029450-21049451_F";"";""
"D5Ertd605e";"Slfn5";"";""
"Kbtbd11";"Amot";"";""
"chr9:78107225-78118850_F";"2010315B03Rik";"";""
"Gm10814";"Klk1b5";"";""
"ENSMUST00000068914";"chr15:62090565-62091770_F";"";""
"A_55_P2129217";"Apbb1ip";"";""
"Ccdc28a";"St6galnac2";"";""
"Tpx2";"Uba52";"";""
"Itih3";"chr4:101040523-101080248_F";"";""
"1810048J11Rik";"Uspl1";"";""
"L2hgdh";"Dmpk";"";""
"Nufip1";"Dab1";"";""
"Rprd1b";"Ddx54";"";""
"Zcchc24";"Plaa";"";""
"Clta";"Zfp362";"";""
"Col20a1";"Grrp1";"";""
"NAP061714-1";"CK031974";"";""
"C630016N16Rik";"Wipf3";"";""
"Rps23";"Arrb1";"";""
"4833419A21Rik";"NAP030094-1";"";""
"Mapre1";"Bloc1s1";"";""
"Thbs3";"Daglb";"";""
"Dohh";"chr11:102983499-102994170_R";"";""
"Ghitm";"Sgcb";"";""
"Trappc1";"ENSMUST00000085589";"";""
"Mtss1l";"chr9:121256738-121257487_F";"";""
"Defa-rs2";"Epb4.1";"";""
"Isg20";"chr5:22801058-22939737_R";"";""
"Col16a1";"chr10:60473030-60535340_F";"";""
"chr1:175705225-175717250_R";"Clec10a";"";""
"Nkap";"chr3:95496886-95497183_R";"";""
"D11Wsu99e";"Naa30";"";""
"Arl5c";"Birc5";"";""
"A_55_P2079684";"A630081D01Rik";"";""
"Folr4";"Psmb7";"";""
"Ccdc51";"Col16a1";"";""
"Serinc3";"Sec24b";"";""
"Rnf217";"Il12rb2";"";""
"Wwox";"chr19:6268793-6276607_R";"";""
"Cep152";"Ccbl1";"";""
"A_55_P2139211";"9130230N09Rik";"";""
"Kif11";"Dtx1";"";""
"chr8:40238025-40264250_F";"ENSMUST00000115782";"";""
"Lrit1";"Rbm12";"";""
"AK160312";"Slk";"";""
"Chml";"chr4:129497990-129515290_F";"";""
"NAP114472-1";"Ube2h";"";""
"chr14:43408099-43415349_F";"Abhd12b";"";""
"Hnrnpab";"Rnf170";"";""
"chr2:155269145-155303251_R";"Zbtb42";"";""
"Dll1";"Riok2";"";""
"A_55_P2153937";"chr6:90745692-90777977_R";"";""
"ENSMUST00000075377";"Parp16";"";""
"Gm10030";"Smtn";"";""
"Brd9";"Gfra1";"";""
"chr4:129497990-129515290_F";"chr1:193875525-193978800_R";"";""
"A_55_P1982034";"Ehd1";"";""
"H47";"Pbxip1";"";""
"Gm4850";"Snora47";"";""
"A_55_P1972097";"Loxl2";"";""
"Bcl2l11";"Mars";"";""
"Anxa8";"Diap3";"";""
"A_55_P1981195";"Aff3";"";""
"A_55_P1968633";"Plscr1";"";""
"NAP111934-1";"Dolk";"";""
"chr9:78107225-78118850_R";"Lrpap1";"";""
"NAP113386-1";"Pabpn1";"";""
"Adck4";"Fnbp1";"";""
"Rsad2";"Mybbp1a";"";""
"chr2:158169020-158191295_R";"chr7:134369091-134376468_R";"";""
"2610002J23Rik";"chr5:33174092-33200792_F";"";""
"Brd8";"chr16:43623581-43642715_F";"";""
"Dcaf11";"Aldh1a1";"";""
"Apoc2";"Mmp11";"";""
"Gm2176";"Fads3";"";""
"Slpi";"Phactr2";"";""
"Enox";"Gm749";"";""
"Mettl5";"C230081A13Rik";"";""
"chrX:33750475-33770425_F";"Gm20558";"";""
"Mcm3";"Gbp9";"";""
"ENSMUST00000038002";"chr12:110738120-110769295_R";"";""
"Rab5c";"Art5";"";""
"Mark3";"Col1a2";"";""
"Tnfsf15";"chr16:23992037-24001037_R";"";""
"chr14:22267795-22319045_R";"Slfn2";"";""
"Fmo5";"Sh3pxd2b";"";""
"A130040M12Rik";"Habp2";"";""
"chr3:40439525-40509975_F";"NAP059613-1";"";""
"Rangap1";"Fgfrl1";"";""
"D15Ertd509e";"Rab3d";"";""
"chr12:89519675-89533975_F";"Chd2";"";""
"Lgals3bp";"Palm";"";""
"Ap1s3";"2210017I01Rik";"";""
"Hipk2";"Camk2d";"";""
"chr17:71183978-71185384_F";"Ppid";"";""
"A_55_P1991249";"Trip11";"";""
"Cpt1b";"Myo19";"";""
"Sulf2";"Cd40";"";""
"H2afy3";"Olfr1148";"";""
"Stx12";"Btbd19";"";""
"Plekhh1";"chr14:46374363-46612845_R";"";""
"ENSMUST00000104931";"Eif2s2";"";""
"S100a4";"chr17:17462450-17488725_F";"";""
"chr10:66627543-66629331_F";"Nsun2";"";""
"Abhd14a";"Gss";"";""
"Trim35";"Mylpf";"";""
"Gm5544";"TC1762773";"";""
"Fmo3";"Tctn1";"";""
"Lrfn1";"Gbp5";"";""
"Nupl1";"1810044D09Rik";"";""
"A_55_P2178023";"chr9:65376063-65390480_R";"";""
"Vax2";"Edn1";"";""
"Pdxk";"chr9:30793551-30817648_R";"";""
"Ddr2";"Tnfaip1";"";""
"chr11:31648453-31648952_R";"Olfr1307";"";""
"Ctdsp2";"Plp2";"";""
"Stard3nl";"BC022687";"";""
"Med1";"Eml1";"";""
"Cep55";"chr12:4133875-4243375_F";"";""
"chr9:65647428-65677119_R";"S1pr3";"";""
"Lpp";"A_55_P2108404";"";""
"chr10:117021051-117038683_R";"ENSMUST00000103266";"";""
"Fbxw11";"A_55_P2060854";"";""
"chr2:173421598-173485043_R";"chr3:21964899-21974524_F";"";""
"NAP000142-002";"Olfr1036";"";""
"Gmps";"5830415F09Rik";"";""
"Txndc11";"chr1:182686731-182709331_F";"";""
"4932422M17Rik";"Ulk4";"";""
"ENSMUST00000097807";"Sema6b";"";""
"A_55_P2200009";"Nsmce2";"";""
"Arfrp1";"chr1:175705225-175717250_R";"";""
"chr6:121037952-121038370_R";"Ppa1";"";""
"Rad51";"ENSMUST00000170486";"";""
"Btg1";"Mrpl34";"";""
"Tlk1";"Tdrd3";"";""
"NAP095570-001";"Zmynd8";"";""
"2810459M11Rik";"chr1:137482591-137625604_R";"";""
"NAP111618-1";"Csprs";"";""
"Mfi2";"Gas2l3";"";""
"Mccc1";"Mst1r";"";""
"Nkain1";"Rps19-ps4";"";""
"chr5:112205091-112240992_F";"Ckb";"";""
"chr3:36280098-36347798_R";"Dguok";"";""
"NAP071116-1";"chr14:103751075-103769725_F";"";""
"Morn5";"Recql5";"";""
"Hist1h1b";"chr1:39763924-39774099_R";"";""
"Ncald";"Lap3";"";""
"chr4:131737612-131738100_R";"Gda";"";""
"Crip2";"Pafah2";"";""
"R3hdm2";"Ikbip";"";""
"Eml3";"Cplx2";"";""
"Coq5";"Aig1";"";""
"Shmt1";"Otof";"";""
"Rab11a";"Car1";"";""
"Txn2";"Kcnj8";"";""
"Cd47";"Mki67";"";""
"Uros";"Tmem106b";"";""
"Gpn2";"Plxna3";"";""
"Ramp1";"Tnfrsf21";"";""
"Mmgt2";"ENSMUST00000067743";"";""
"Lama1";"Fdx1";"";""
